1,1995,8.3,81,John Lasseter,Tom Hanks|Tim Allen|Don Rickles,191796233,USA,30000000
276,1994,5.5,110,Richard Benjamin,Melanie Griffith|Ed Harris|Michael Patrick Carter,18137661,USA,0
277,1994,6.4,114,Les Mayfield,Richard Attenborough|Elizabeth Perkins|Dylan McDermott,17193886,USA,0
278,1995,5.4,95,David Frankel,Sarah Jessica Parker|Mia Farrow|Antonio Banderas,5221281,USA,0
279,1995,7.3,128,Gregory Nava,Jimmy Smits|Esai Morales|Edward James Olmos,11079373,USA,5500000
280,1995,7.3,122,Marc Rocco,Christian Slater|Kevin Bacon|Gary Oldman,17382000,USA,0
281,1994,7.4,110,Robert Benton,Paul Newman|Bruce Willis|Jessica Tandy,39487686,USA,20000000
282,1994,6.5,112,Michael Apted,Jodie Foster|Liam Neeson|Natasha Richardson,33592700,USA,31000000
283,1995,6.7,98,Nick Gomez,Shar-Ron Corley|Gabriel Casseus|Saul Stein,0,USA,5000000
285,1994,3.4,89,Vadim Jean,Craig Fairbrass|Elizabeth Hurley|Keith Allen,0,UK,3000000
287,1994,5.6,100,Alan Jacobs,Laura San Giacomo|Paul Rhys|Michael O'Keefe,189509,USA,0
288,1994,7.3,118,Oliver Stone,Woody Harrelson|Juliette Lewis|Tom Sizemore,50282766,USA,34000000
289,1994,6.5,115,Norman Jewison,Marisa Tomei|Robert Downey Jr.|Bonnie Hunt,20042048,USA,0
290,1994,7.9,102,Lee Tamahori,Rena Owen|Temuera Morrison|Mamaengaroa Kerr-Bell,2201126,New,0
291,1996,4.4,106,Anne Goursaud,Alyssa Milano|Johnathon Schaech|Xander Berkeley,0,USA,0
292,1995,6.6,127,Wolfgang Petersen,Dustin Hoffman|Rene Russo|Morgan Freeman,67823573,USA,50000000
293,1994,8.6,110,Luc Besson,Jean Reno|Gary Oldman|Natalie Portman,32346209,France,115000000
294,1995,6.1,0,Mira Nair,Marisa Tomei|Anjelica Huston|Alfred Molina,2832826,USA,11000000
295,1995,5.4,94,Joshua Brand,William Baldwin|John Leguizamo|Sadie Frost,468240,USA,0
296,1994,8.9,154,Quentin Tarantino,John Travolta|Uma Thurman|Samuel L. Jackson,107930000,USA,8000000
299,1994,7.1,105,Antonia Bird,Linus Roache|Tom Wilkinson|Robert Carlyle,4176932,UK,0
300,1994,7.5,133,Robert Redford,Ralph Fiennes|John Turturro|Rob Morrow,24822619,USA,31000000
301,1994,6.7,94,Kayo Hatta,Yûki Kudô|Akira Takayama|Cary-Hiroyuki Tagawa,1238905,Japan,0
302,1994,7.5,159,Patrice Chéreau,Isabelle Adjani|Daniel Auteuil|Jean-Hugues Anglade,2017346,France,42000000
303,1995,6.4,107,Sam Raimi,Sharon Stone|Gene Hackman|Russell Crowe,18636537,Japan,32000000
304,1995,6.4,108,Peter Yates,Peter Falk|D.B. Sweeney|Julianne Moore,12100000,USA,22000000
305,1994,5.0,133,Robert Altman,Sophia Loren|Julia Roberts|Marcello Mastroianni,5860483,USA,18000000
306,1994,8.1,99,Krzysztof Kieslowski,Irène Jacob|Jean-Louis Trintignant|Frédérique Feder,4043686,Switzerland,0
307,1993,8.0,98,Krzysztof Kieslowski,Juliette Binoche|Zbigniew Zamachowski|Julie Delpy,0,France,0
308,1994,7.7,91,Krzysztof Kieslowski,Zbigniew Zamachowski|Julie Delpy|Janusz Gajos,1464625,Switzerland,0
309,1994,7.0,0,Ping He,Jing Ning|Gang Wu|Xiaorui Zhao,272232,China,0
312,1995,5.3,0,Harold Ramis,Al Franken|Laura San Giacomo|Vincent D'Onofrio,911310,Germany,0
313,1994,6.4,0,Richard Rich,Jack Palance|Howard McGillin|Michelle Nicastro,9771658,USA,20000000
314,1994,7.5,103,John Sayles,Jeni Courtney|Eileen Colgan|Mick Lally,6101600,USA,3000000
315,1994,5.5,110,Luis Llosa,Sylvester Stallone|Sharon Stone|James Woods,57362581,Peru,45000000
316,1994,7.1,116,Roland Emmerich,Kurt Russell|James Spader|Jaye Davidson,71565669,France,55000000
317,1994,6.4,97,John Pasquin,Tim Allen|Judge Reinhold|Wendy Crewson,144833357,USA,22000000
318,1994,9.3,142,Frank Darabont,Tim Robbins|Morgan Freeman|Bob Gunton,28341469,USA,25000000
319,1994,7.4,89,Danny Boyle,Kerry Fox|Christopher Eccleston|Ewan McGregor,2881508,UK,2500000
320,1993,6.7,96,"Scott McGehee,",Dennis Haysbert|Mel Harris|Sab Shimono,102780,USA,0
321,1993,7.5,108,"Tomás Gutiérrez Alea,",Jorge Perugorría|Vladimir Cruz|Mirta Ibarra,2080805,Cuba,0
322,1994,7.1,93,George Huang,Kevin Spacey|Frank Whaley|Michelle Forbes,376928,USA,700000
324,1994,7.4,100,"Geoff Burton,",Jack Thompson|Russell Crowe|John Polson,766464,Australia,3465000
325,1995,5.6,91,Kelly Makin,Matt Frewer|Valerie Mahaffey|Lawrence Dane,4686937,Canada,0
326,1994,8.3,133,Yimou Zhang,You Ge|Li Gong|Ben Niu,2332728,China,0
327,1995,5.3,104,Rachel Talalay,Lori Petty|Ice-T|Naomi Watts,4064333,USA,25000000
328,1995,6.7,92,Ernest R. Dickerson (as Ernest Dickerson),Billy Zane|William Sadler|John Kassir,21088568,USA,13000000
329,1994,6.6,118,David Carson,Patrick Stewart|William Shatner|Malcolm McDowell,75668868,USA,35000000
330,1995,6.2,98,Rusty Cundieff,Clarence Williams III|Corbin Bernsen|Joe Torry,11797927,USA,6000000
331,1994,6.5,0,Brian Gilbert,Willem Dafoe|Miranda Richardson|Rosemary Harris,538534,UK,0
332,1995,5.6,99,John Carpenter,Christopher Reeve|Kirstie Alley|Linda Kozlowski,9417567,USA,22000000
333,1995,7.0,97,Peter Segal,Chris Farley|David Spade|Brian Dennehy,32700000,USA,0
334,1994,7.5,119,Louis Malle,Wallace Shawn|Phoebe Brand|George Gaynes,1746050,USA,0
335,1995,6.2,99,Steven Soderbergh,Peter Gallagher|Elisabeth Shue|Alison Elliott,536023,USA,6500000
336,1995,4.8,88,Preston A. Whitmore II,Allen Payne|Eddie Griffin|Joe Morton,6014340,USA,15000000
337,1993,7.8,118,Lasse Hallström,Johnny Depp|Leonardo DiCaprio|Juliette Lewis,9170214,USA,11000000
338,1995,5.6,106,Brett Leonard,Denzel Washington|Russell Crowe|Kelly Lynch,24048000,USA,30000000
339,1995,6.7,103,Jon Turteltaub,Sandra Bullock|Bill Pullman|Peter Gallagher,81057016,USA,17000000
340,1994,6.7,126,Jon Avnet,Elijah Wood|Kevin Costner|Mare Winningham,16551365,USA,0
341,1994,7.2,87,Mina Shum,Sandra Oh|Stephen Chang|Alannah Ong,759393,Canada,0
342,1994,7.2,106,P.J. Hogan,Toni Collette|Rachel Griffiths|Bill Hunter,15185594,Australia,3000000
343,1995,5.7,94,Melanie Mayron,Schuyler Fisk|Bre Blair|Rachael Leigh Cook,9685976,USA,6500000
344,1994,6.9,86,Tom Shadyac,Jim Carrey|Courteney Cox|Sean Young,72217000,USA,12000000
345,1994,7.5,104,Stephan Elliott,Hugo Weaving|Guy Pearce|Terence Stamp,11059700,Australia,0
346,1994,6.7,100,Iain Softley,Stephen Dorff|Sheryl Lee|Ian Hart,2392599,UK,0
347,1992,7.2,139,Roman Polanski,Hugh Grant|Kristin Scott Thomas|Emmanuelle Seigner,1862805,France,5000000
348,1994,7.5,98,Woody Allen,John Cusack|Dianne Wiest|Jennifer Tilly,13383737,USA,20000000
349,1994,6.9,141,Phillip Noyce,Harrison Ford|Willem Dafoe|Anne Archer,122012710,USA,62000000
350,1994,6.7,119,Joel Schumacher,Susan Sarandon|Tommy Lee Jones|Brad Renfro,92115211,USA,45000000
351,1994,6.5,115,Jessie Nelson,Ray Liotta|Whoopi Goldberg|Tina Majorino,20160000,USA,0
352,1994,6.9,115,Spike Lee,Alfre Woodard|Delroy Lindo|David Patrick Kelly,13640000,USA,14000000
353,1994,7.6,102,Alex Proyas,Brandon Lee|Michael Wincott|Rochelle Davis,50693162,USA,23000000
354,1994,6.5,128,Ron Shelton,Tommy Lee Jones|Robert Wuhl|Lolita Davidovich,1007583,USA,0
355,1994,4.8,91,Brian Levant,John Goodman|Rick Moranis|Rosie O'Donnell,130512915,USA,46000000
356,1994,8.8,142,Robert Zemeckis,Tom Hanks|Robin Wright|Gary Sinise,329691196,USA,55000000
357,1994,7.1,117,Mike Newell,Hugh Grant|Andie MacDowell|James Fleet,52700832,UK,4400000
358,1995,6.5,127,John Singleton,Omar Epps|Kristy Swanson|Michael Rapaport,38290723,USA,0
360,1994,5.2,123,Charles Shyer,Nick Nolte|Julia Roberts|Saul Rubinek,30806194,USA,45000000
361,1994,6.3,101,Andrew Bergman,Nicolas Cage|Bridget Fonda|Rosie Perez,37800323,USA,0
362,1994,6.0,111,Stephen Sommers,Jason Scott Lee|Cary Elwes|Lena Headey,44342956,USA,27000000
363,1993,8.1,180,Ray Müller,Leni Riefenstahl|Marlene Dietrich|Walter Frentz,449707,France,0
364,1994,8.5,88,"Roger Allers,",Matthew Broderick|Jeremy Irons|James Earl Jones,422783777132012,USA,45000000
365,1993,6.0,123,Bernardo Bertolucci,Keanu Reeves|Bridget Fonda|Ruocheng Ying,4858139,Italy,35000000
366,1994,6.4,112,Wes Craven,Heather Langenkamp|Robert Englund|Jeff Davis,18090181,USA,8000000
367,1994,6.9,101,Chuck Russell (as Charles Russell),Jim Carrey|Cameron Diaz|Peter Riegert,119938730,USA,18000000
368,1994,7.0,127,Richard Donner,Mel Gibson|Jodie Foster|James Garner,101631272,USA,75000000
369,1994,6.4,125,Alan Rudolph,Jennifer Jason Leigh|Campbell Scott|Matthew Broderick,2144667,USA,7000000
370,1994,6.5,83,Peter Segal,Leslie Nielsen|Priscilla Presley|George Kennedy,51109400,USA,30000000
371,1994,6.6,112,Ron Howard,Michael Keaton|Glenn Close|Robert Duvall,38824341,USA,6000000
372,1994,6.6,99,Ben Stiller,Winona Ryder|Ethan Hawke|Janeane Garofalo,20982557,USA,11500000
373,1993,7.0,98,John Dahl,Nicolas Cage|Dennis Hopper|Lara Flynn Boyle,2502551,USA,8000000
374,1994,5.3,95,Donald Petrie,Macaulay Culkin|Edward Herrmann|John Larroquette,38087756,USA,40000000
375,1994,6.4,98,Robert Allan Ackerman,Susan Sarandon|Sam Shepard|Nick Stahl,1607319,USA,0
376,1994,6.3,111,Curtis Hanson,Meryl Streep|Kevin Bacon|David Strathairn,46815748,USA,45000000
377,1994,7.2,116,Jan de Bont,Keanu Reeves|Dennis Hopper|Sandra Bullock,121248145,USA,30000000
378,1994,5.7,99,Ron Underwood,Michael Keaton|Geena Davis|Christopher Reeve,20664501,USA,0
379,1994,5.8,99,Peter Hyams,Jean-Claude Van Damme|Mia Sara|Ron Silver,44450000,Canada,27000000
380,1994,7.2,141,James Cameron,Arnold Schwarzenegger|Jamie Lee Curtis|Tom Arnold,146282411,USA,115000000
381,1994,6.5,126,Luis Mandoki,Meg Ryan|Andy Garcia|Ellen Burstyn,50021959,USA,0
382,1994,6.2,125,Mike Nichols,Jack Nicholson|Michelle Pfeiffer|James Spader,65012000,USA,70000000
383,1994,6.6,191,Lawrence Kasdan,Kevin Costner|Dennis Quaid|Gene Hackman,25052000,USA,63000000
384,1995,5.4,108,Damian Harris,Ellen Barkin|Laurence Fishburne|Frank Langella,3700000,USA,0
387,1994,5.9,0,Keenen Ivory Wayans,Keenen Ivory Wayans|Charles S. Dutton|Jada Pinkett Smith,29392418,USA,10000000
388,1994,7.2,91,"Robert Lee King,",James Andrews|Mary Beth Aylesworth|Mike Barbour,0,USA,0
389,1994,7.0,110,Yves Angelo,Gérard Depardieu|Fanny Ardant|Fabrice Luchini,734406,France,0
390,1965,6.8,83,Russ Meyer,Tura Satana|Haji|Lori Williams,0,USA,45000
391,1994,6.6,120,Doug McHenry,Allen Payne|Jada Pinkett Smith|Bokeem Woodbine,20851521,USA,7000000
392,1993,7.4,60,Dave Borthwick,Nick Upton|Deborah Collard|Frank Passingham,69870,UK,0
393,1994,3.8,102,Steven E. de Souza,Jean-Claude Van Damme|Raul Julia|Ming-Na Wen,33423521,Japan,35000000
401,1995,5.0,92,Paul Williams,James Andronica|Cuauhtemoc Rivas|Edward James Olmos,0,USA,0
405,1994,4.3,99,Andrew Morahan,Christopher Lambert|Mario Van Peebles|Deborah Kara Unger,13829734,Canada,26000000
407,1994,7.2,95,John Carpenter,Sam Neill|Jürgen Prochnow|Julie Carmen,8946600,USA,8000000
408,1994,6.5,105,John G. Avildsen,Luke Perry|Stephen Baldwin|James Rebhorn,19604000,USA,7000000
409,1994,6.6,96,Jeff Pollack,Duane Martin|Tupac Shakur|Leon,16036534,USA,3500000
410,1993,6.6,94,Barry Sonnenfeld,Anjelica Huston|Raul Julia|Christopher Lloyd,48860359,USA,0
412,1993,7.2,139,Martin Scorsese,Daniel Day-Lewis|Michelle Pfeiffer|Winona Ryder,32000000,USA,30000000
413,1994,6.1,92,Michael Lehmann,Brendan Fraser|Steve Buscemi|Adam Sandler,5370000,USA,0
414,1994,5.5,107,Paul Michael Glaser (as Paul M. Glaser),Kevin Bacon|Charles Gitonga Maina|Yolanda Vazquez,21011500,USA,17080000
415,1993,5.5,108,John Badham,Richard Dreyfuss|Emilio Estevez|Rosie O'Donnell,20208496,USA,0
416,1994,5.1,99,Jonathan Kaplan,Madeleine Stowe|Mary Stuart Masterson|Andie MacDowell,15240435,USA,0
417,1994,7.0,101,Whit Stillman,Taylor Nichols|Chris Eigeman|Tushka Bergen,7266973,USA,3200000
418,1994,5.4,122,Bill Forsyth,Robin Williams|John Turturro|Kelly Hunter,1519366,UK,30000000
419,1993,4.9,92,Penelope Spheeris,Diedrich Bader|Erika Eleniak|Jim Varney,44029386,USA,0
420,1994,5.5,104,John Landis,Eddie Murphy|Jon Tenney|Joey Travolta,42610000,USA,55000000
421,1994,6.6,88,Caroline Thompson,Sean Bean|David Thewlis|Docs Keepin Time,4630377,USA,0
422,1993,6.2,106,Michael Apted,Madeleine Stowe|Aidan Quinn|James Remar,16696219,USA,11000000
423,1994,6.2,121,Stephen Hopkins,Jeff Bridges|Tommy Lee Jones|Suzy Amis,30155037,USA,50000000
424,1994,6.1,108,William Friedkin,Nick Nolte|Mary McDonnell|J.T. Walsh,22355000,USA,0
425,1994,6.5,101,Tony Richardson,Jessica Lange|Tommy Lee Jones|Powers Boothe,3359465,USA,16000000
426,1993,5.9,87,Abel Ferrara,Gabrielle Anwar|Meg Tilly|Terry Kinney,428868,USA,13000000
427,1993,4.6,107,Jennifer Lynch (as Jennifer Chambers Lynch),Julian Sands|Sherilyn Fenn|Bill Paxton,1796389,USA,0
428,1993,7.8,121,Robert De Niro,Robert De Niro|Chazz Palminteri|Lillo Brancato,17266971,USA,22000000
429,1994,5.1,80,Adam Resnick,Chris Elliott|Ritch Brinkley|James Gammon,3662459,USA,0
431,1993,7.9,144,Brian De Palma,Al Pacino|Sean Penn|Penelope Ann Miller,36948322,USA,30000000
432,1994,5.4,116,Paul Weiland,Billy Crystal|Jack Palance|Daniel Stern,43522360,USA,40000000
433,1994,5.6,107,Mick Jackson,Dana Carvey|Valeria Golino|James Earl Jones,7503192,USA,18000000
434,1993,6.4,112,Renny Harlin,Sylvester Stallone|John Lithgow|Michael Rooker,84049211,USA,70000000
435,1993,5.2,88,Steve Barron,Dan Aykroyd|Jane Curtin|Robert Knott,21274717,USA,0
436,1994,5.1,121,Richard Rush,Bruce Willis|Jane March|Rubén Blades,19721814,USA,40000000
437,1994,5.0,93,Michael Ritchie,Chevy Chase|Jack Palance|Dianne Wiest,11384038,USA,0
438,1994,5.8,102,Gregg Champion,Woody Harrelson|Kiefer Sutherland|Dylan McDermott,20277185,USA,35000000
439,1993,5.7,108,Abel Ferrara,Harvey Keitel|Madonna|James Russo,72495,Italy,10000000
440,1993,6.8,110,Ivan Reitman,Kevin Kline|Sigourney Weaver|Frank Langella,63270710,USA,0
441,1993,7.7,102,Richard Linklater,Jason London|Wiley Wiggins|Matthew McConaughey,7993039,USA,6900000
442,1993,6.6,115,Marco Brambilla,Sylvester Stallone|Wesley Snipes|Sandra Bullock,58055768,USA,57000000
443,1994,7.6,109,Bruce Brown,Patrick O'Connell|Robert 'Wingnut' Weaver|Robert August,2083657,USA,3400000
444,1993,4.3,95,Gus Van Sant (as Gus Van Sant Jr.),Uma Thurman|Lorraine Bracco|Pat Morita,1710000,USA,8000000
445,1993,5.7,91,Carl Reiner,Armand Assante|Sherilyn Fenn|Kate Nelligan,7852653,USA,0
446,1993,8.1,171,Kaige Chen,Leslie Cheung|Fengyi Zhang|Li Gong,5216888,China,0
447,1994,5.3,97,Donald Petrie,Harley Jane Kozak|Elizabeth McGovern|Bill Pullman,3134081,USA,13000000
448,1993,7.1,122,Peter Weir,Jeff Bridges|Isabella Rossellini|Rosie Perez,6995302,USA,0
449,1993,7.2,88,Rusty Cundieff,Larry B. Scott|Mark Christopher Lawrence|Rusty Cundieff,238230,USA,999999
450,1994,6.7,103,Alek Keshishian,Joe Pesci|Brendan Fraser|Moira Kelly,20043254,USA,0
451,1993,6.2,126,Steve Kloves,Dennis Quaid|Meg Ryan|James Caan,9488998,USA,0
452,1994,6.8,102,John Irvin,Joan Plowright|Mia Farrow|Natasha Richardson,6243722,UK,0
453,1993,6.1,96,Barry Sonnenfeld,Michael J. Fox|Gabrielle Anwar|Anthony Higgins,10997166,USA,30000000
454,1993,6.8,154,Sydney Pollack,Tom Cruise|Jeanne Tripplehorn|Gene Hackman,158348400,USA,42000000
455,1993,5.9,112,Simon Wincer,Jason James Richter|Lori Petty|Michael Madsen,77698625,USA,20000000
456,1994,7.7,114,Boaz Yakin,Sean Nelson|Giancarlo Esposito|Samuel L. Jackson,8094616,USA,3500000
457,1993,7.8,130,Andrew Davis,Harrison Ford|Tommy Lee Jones|Sela Ward,183875760,USA,44000000
458,1993,6.5,115,Walter Hill,Jason Patric|Gene Hackman|Robert Duvall,13736475,USA,35000000
459,1994,5.7,115,Roger Donaldson,Alec Baldwin|Kim Basinger|Michael Madsen,16096000,USA,0
460,1994,4.6,109,Howard Deutch,Macaulay Culkin|Ted Danson|Glenne Headly,18438164,USA,30000000
461,1994,5.6,83,Rose Troche,V.S. Brodie|Guinevere Turner|T. Wendy McMillan,2408311,USA,15000
463,1993,5.5,107,Sidney Lumet,Rebecca De Mornay|Don Johnson|Stephen Lang,22886222,USA,0
464,1993,6.1,97,John Woo,Jean-Claude Van Damme|Lance Henriksen|Yancy Butler,32534954,USA,18000000
465,1993,6.8,140,Oliver Stone,Hiep Thi Le|Tommy Lee Jones|Haing S. Ngor,5864949,France,33000000
466,1993,6.6,86,Jim Abrahams,Charlie Sheen|Lloyd Bridges|Valeria Golino,38911970,USA,25000000
467,1995,5.4,95,Julianna Lavin,Dana Delany|Kim Cattrall|Cynthia Stevenson,0,USA,0
468,1995,6.6,99,Christopher Monger,Hugh Grant|Tara Fitzgerald|Colm Meaney,10904930,UK,0
469,1993,6.9,140,Bille August,Jeremy Irons|Meryl Streep|Maria Conchita Alonso,6265311,Portugal,25000000
470,1994,4.1,100,Eric Meza,Christopher Reid|Christopher Martin|David Edwards,19300000,USA,0
471,1994,7.3,111,"Joel Coen,",Tim Robbins|Paul Newman|Jennifer Jason Leigh,2869369,UK,30000000
472,1994,5.6,115,James L. Brooks,Nick Nolte|Albert Brooks|Whittni Wright,10209111,USA,44000000
473,1994,4.8,91,Daniel Petrie Jr.,Pauly Shore|Lori Petty|Andy Dick,28864707,USA,0
474,1993,7.2,128,Wolfgang Petersen,Clint Eastwood|John Malkovich|Rene Russo,102314283,USA,40000000
475,1993,8.1,133,Jim Sheridan,Daniel Day-Lewis|Pete Postlethwaite|Alison Crosbie,25010410,Ireland,13000000
476,1994,6.5,110,Matty Rich,Larenz Tate|Joe Morton|Suzzanne Douglas,8880705,USA,0
477,1993,7.2,118,Brian Gibson,Angela Bassett|Laurence Fishburne|RaéVen Kelly,39100956,USA,15000000
479,1993,6.6,110,Stephen Hopkins,Emilio Estevez|Cuba Gooding Jr.|Denis Leary,12136938,USA,21000000
480,1993,8.1,127,Steven Spielberg,Sam Neill|Laura Dern|Jeff Goldblum,356784000,USA,63000000
481,1993,6.7,117,Dominic Sena,Brad Pitt|Juliette Lewis|Kathy Larson,2395231,USA,9000000
482,1993,6.5,96,Roger Avary,Eric Stoltz|Julie Delpy|Martin Raymond,418953,France,1500000
483,1993,7.6,103,Steven Soderbergh,Jesse Bradford|Jeroen Krabbé|Lisa Eichhorn,1299318,USA,8000000
484,1994,5.9,94,Daniel Petrie,Helen Slater|Tom Guiry|Jon Tenney,9979683,USA,0
485,1993,6.3,130,John McTiernan,Arnold Schwarzenegger|F. Murray Abraham|Art Carney,50016394,USA,85000000
486,1993,5.5,91,James Lapine,Michael J. Fox|Christina Vidal|Nathan Lane,12440858,USA,0
487,1994,5.4,98,Simon Wincer,Paul Hogan|Cuba Gooding Jr.|Beverly D'Angelo,16821273,USA,0
488,1993,6.8,101,David Cronenberg,Jeremy Irons|John Lone|Barbara Sukowa,1499795,USA,0
489,1993,4.9,111,Richard Benjamin,Whoopi Goldberg|Ted Danson|Will Smith,44942695,USA,22000000
490,1993,6.4,107,Harold Becker,Alec Baldwin|Nicole Kidman|Bill Pullman,46044636,Canada,20000000
491,1993,6.7,115,Mel Gibson,Mel Gibson|Nick Stahl|Margaret Whitton,24760338,USA,0
492,1993,7.4,104,Woody Allen,Woody Allen|Diane Keaton|Jerry Adler,11285588,USA,13500000
493,1993,7.5,97,"Albert Hughes (as The Hughes Brothers),",Tyrin Turner|Larenz Tate|June Kyoto Lu,27900000,USA,3500000
494,1996,6.4,133,Stuart Baird,Kurt Russell|Halle Berry|Steven Seagal,68750000,USA,55000000
495,1976,6.6,109,Nagisa Ôshima,Tatsuya Fuji|Eiko Matsuda|Aoi Nakajima,0,Japan,0
496,1994,7.0,91,Tom Noonan,Tom Noonan|Karen Silla|0,327482,USA,120000
497,1993,7.4,111,Kenneth Branagh,Kenneth Branagh|Emma Thompson|Keanu Reeves,22551000,UK,11000000
498,1993,5.8,114,Mike Figgis,Richard Gere|Lena Olin|Anne Bancroft,8315975,USA,25000000
499,1993,5.9,98,Anthony Minghella,Matt Dillon|Annabella Sciorra|Mary-Louise Parker,3125424,USA,13000000
500,1993,6.9,125,Chris Columbus,Robin Williams|Sally Field|Pierce Brosnan,219200000,USA,25000000
501,1993,7.9,132,Mike Leigh,David Thewlis|Lesley Sharp|Katrin Cartlidge,1769305,UK,0
502,1994,4.3,107,Christopher Cain,Pat Morita|Hilary Swank|Michael Ironside,8751228,USA,12000000
504,1994,6.1,118,Martin Campbell,Ray Liotta|Lance Henriksen|Stuart Wilson,15340000,USA,20000000
505,1994,4.4,87,Rob Reiner,Elijah Wood|Bruce Willis|Jason Alexander,7138449,USA,40000000
506,1992,7.2,94,Sally Potter,Tilda Swinton|Billy Zane|Quentin Crisp,5289772,UK,4000000
507,1993,7.5,138,Clint Eastwood,Kevin Costner|Clint Eastwood|Laura Dern,31160784,USA,30000000
508,1993,7.7,125,Jonathan Demme,Tom Hanks|Denzel Washington|Roberta Maxwell,77324422,USA,26000000
509,1993,7.6,121,Jane Campion,Holly Hunter|Harvey Keitel|Sam Neill,40158000,New,7000000
510,1993,5.9,109,John Singleton,Janet Jackson|Tupac Shakur|Regina King,27515786,USA,14000000
511,1993,6.4,112,David S. Ward,James Caan|Halle Berry|Omar Epps,23004026,USA,15000000
512,1994,5.9,109,Stuart Orme,Donald Sutherland|Eric Thal|Julie Warner,8638072,USA,0
513,1994,6.2,108,Mel Smith,Brian Benben|Mary Stuart Masterson|Ned Beatty,1299060,USA,15000000
514,1994,6.9,96,Ted Demme,Denis Leary|Judy Davis|Kevin Spacey,11439193,USA,11000000
515,1993,7.9,134,James Ivory,Anthony Hopkins|Emma Thompson|John Haycraft,22954968,USA,15000000
516,1994,6.1,128,Penny Marshall,Danny DeVito|Gregory Hines|James Remar,24332324,USA,40000000
517,1993,6.2,125,Philip Kaufman,Sean Connery|Wesley Snipes|Harvey Keitel,63095271,USA,35000000
518,1994,5.7,118,Alan Parker,Anthony Hopkins|Bridget Fonda|Matthew Broderick,6507514,USA,25000000
519,1993,3.9,104,Fred Dekker,Nancy Allen|Robert John Burke|Mario Machado,10696210,USA,22000000
520,1993,6.7,104,Mel Brooks,Cary Elwes|Richard Lewis|Roger Rees,35699287,France,20000000
521,1993,6.6,100,Peter Medak,Gary Oldman|Lena Olin|Wallace Wood,3275585,UK,11500000
522,1992,6.8,94,Geoffrey Wright,Russell Crowe|Daniel Pollock|Jacqueline McKenzie,175340,Australia,0
523,1993,7.1,114,Victor Nunez,Ashley Judd|Todd Field|Bentley Mitchum,1001437,USA,800000
524,1993,7.5,114,David Anspaugh,Sean Astin|Jon Favreau|Ned Beatty,22750363,USA,0
526,1992,7.1,126,Cyril Collard,Cyril Collard|Romane Bohringer|Carlos López,662341,France,0
527,1993,8.9,195,Steven Spielberg,Liam Neeson|Ralph Fiennes|Ben Kingsley,96067179,USA,22000000
528,1994,5.3,101,Michael Ritchie,Albert Brooks|Brendan Fraser|Dianne Wiest,2667163,USA,0
529,1993,7.5,109,Steven Zaillian,Joe Mantegna|Ben Kingsley|Max Pomeranc,7266383,USA,0
531,1993,7.3,101,Agnieszka Holland,Kate Maberly|Maggie Smith|Heydon Prowse,31181347,USA,0
532,1994,6.7,95,John Waters,Kathleen Turner|Sam Waterston|Ricki Lake,7881335,USA,13000000
533,1994,6.0,108,Russell Mulcahy,Alec Baldwin|John Lone|Penelope Ann Miller,32055248,USA,25000000
534,1993,7.4,131,Richard Attenborough,Anthony Hopkins|Debra Winger|Julian Fellowes,25842000,UK,22000000
535,1993,7.7,188,Robert Altman,Andie MacDowell|Julianne Moore|Tim Robbins,6110979,USA,0
536,1994,6.3,106,Gillies MacKinnon,Steve Martin|Gabriel Byrne|Laura Linney,3428774,USA,0
537,1993,5.8,98,John Duigan,Hugh Grant|Tara Fitzgerald|Sam Neill,7770731,Australia,0
538,1993,6.9,112,Fred Schepisi,Will Smith|Stockard Channing|Donald Sutherland,6410676,USA,12000000
